6058 lattice points in polytope (module generators)
0 Hilbert basis elements of recession monoid
11 vertices of polyhedron
0 extreme rays of recession cone
 13  0 16  0 46 1
 13  0 16  1 45 1
 13  0 16  2 44 1
 13  0 16  3 43 1
 13  0 16  4 42 1
 13  0 16  5 41 1
 13  0 16  6 40 1
 13  0 16  7 39 1
 13  0 16  8 38 1
 13  0 16  9 37 1
 13  0 16 10 36 1
 13  0 16 11 35 1
 13  0 16 12 34 1
 13  0 16 13 33 1
 13  0 16 14 32 1
 13  0 16 15 31 1
 13  0 16 16 30 1
 13  0 16 17 29 1
 13  0 16 18 28 1
 13  0 16 19 27 1
 13  0 16 20 26 1
 13  0 16 21 25 1
 13  0 16 22 24 1
 13  0 16 23 23 1
 13  0 17  0 45 1
 13  0 17  1 44 1
 13  0 17  2 43 1
 13  0 17  3 42 1
 13  0 17  4 41 1
 13  0 17  5 40 1
 13  0 17  6 39 1
 13  0 17  7 38 1
 13  0 17  8 37 1
 13  0 17  9 36 1
 13  0 17 10 35 1
 13  0 17 11 34 1
 13  0 17 12 33 1
 13  0 17 13 32 1
 13  0 17 14 31 1
 13  0 17 15 30 1
 13  0 17 16 29 1
 13  0 17 17 28 1
 13  0 17 18 27 1
 13  0 17 19 26 1
 13  0 17 20 25 1
 13  0 17 21 24 1
 13  0 17 22 23 1
 13  0 18  0 44 1
 13  0 18  1 43 1
 13  0 18  2 42 1
 13  0 18  3 41 1
 13  0 18  4 40 1
 13  0 18  5 39 1
 13  0 18  6 38 1
 13  0 18  7 37 1
 13  0 18  8 36 1
 13  0 18  9 35 1
 13  0 18 10 34 1
 13  0 18 11 33 1
 13  0 18 12 32 1
 13  0 18 13 31 1
 13  0 18 14 30 1
 13  0 18 15 29 1
 13  0 18 16 28 1
 13  0 18 17 27 1
 13  0 18 18 26 1
 13  0 18 19 25 1
 13  0 18 20 24 1
 13  0 18 21 23 1
 13  0 18 22 22 1
 13  0 19  0 43 1
 13  0 19  1 42 1
 13  0 19  2 41 1
 13  0 19  3 40 1
 13  0 19  4 39 1
 13  0 19  5 38 1
 13  0 19  6 37 1
 13  0 19  7 36 1
 13  0 19  8 35 1
 13  0 19  9 34 1
 13  0 19 10 33 1
 13  0 19 11 32 1
 13  0 19 12 31 1
 13  0 19 13 30 1
 13  0 19 14 29 1
 13  0 19 15 28 1
 13  0 19 16 27 1
 13  0 19 17 26 1
 13  0 19 18 25 1
 13  0 19 19 24 1
 13  0 19 20 23 1
 13  0 19 21 22 1
 13  0 20  0 42 1
 13  0 20  1 41 1
 13  0 20  2 40 1
 13  0 20  3 39 1
 13  0 20  4 38 1
 13  0 20  5 37 1
 13  0 20  6 36 1
 13  0 20  7 35 1
 13  0 20  8 34 1
 13  0 20  9 33 1
 13  0 20 10 32 1
 13  0 20 11 31 1
 13  0 20 12 30 1
 13  0 20 13 29 1
 13  0 20 14 28 1
 13  0 20 15 27 1
 13  0 20 16 26 1
 13  0 20 17 25 1
 13  0 20 18 24 1
 13  0 20 19 23 1
 13  0 20 20 22 1
 13  0 20 21 21 1
 13  0 21  0 41 1
 13  0 21  1 40 1
 13  0 21  2 39 1
 13  0 21  3 38 1
 13  0 21  4 37 1
 13  0 21  5 36 1
 13  0 21  6 35 1
 13  0 21  7 34 1
 13  0 21  8 33 1
 13  0 21  9 32 1
 13  0 21 10 31 1
 13  0 21 11 30 1
 13  0 21 12 29 1
 13  0 21 13 28 1
 13  0 21 14 27 1
 13  0 21 15 26 1
 13  0 21 16 25 1
 13  0 21 17 24 1
 13  0 21 18 23 1
 13  0 21 19 22 1
 13  0 21 20 21 1
 13  0 22  0 40 1
 13  0 22  1 39 1
 13  0 22  2 38 1
 13  0 22  3 37 1
 13  0 22  4 36 1
 13  0 22  5 35 1
 13  0 22  6 34 1
 13  0 22  7 33 1
 13  0 22  8 32 1
 13  0 22  9 31 1
 13  0 22 10 30 1
 13  0 22 11 29 1
 13  0 22 12 28 1
 13  0 22 13 27 1
 13  0 22 14 26 1
 13  0 22 15 25 1
 13  0 22 16 24 1
 13  0 22 17 23 1
 13  0 22 18 22 1
 13  0 23  0 39 1
 13  0 23  1 38 1
 13  0 23  2 37 1
 13  0 23  3 36 1
 13  0 23  4 35 1
 13  0 23  5 34 1
 13  0 23  6 33 1
 13  0 23  7 32 1
 13  0 23  8 31 1
 13  0 23  9 30 1
 13  0 23 10 29 1
 13  0 23 11 28 1
 13  0 23 12 27 1
 13  0 23 13 26 1
 13  0 23 14 25 1
 13  0 23 15 24 1
 13  0 23 16 23 1
 13  0 24  0 38 1
 13  0 24  1 37 1
 13  0 24  2 36 1
 13  0 24  3 35 1
 13  0 24  4 34 1
 13  0 24  5 33 1
 13  0 24  6 32 1
 13  0 24  7 31 1
 13  0 24  8 30 1
 13  0 24  9 29 1
 13  0 24 10 28 1
 13  0 24 11 27 1
 13  0 24 12 26 1
 13  0 24 13 25 1
 13  0 24 14 24 1
 13  0 25  0 37 1
 13  0 25  1 36 1
 13  0 25  2 35 1
 13  0 25  3 34 1
 13  0 25  4 33 1
 13  0 25  5 32 1
 13  0 25  6 31 1
 13  0 25  7 30 1
 13  0 25  8 29 1
 13  0 25  9 28 1
 13  0 25 10 27 1
 13  0 25 11 26 1
 13  0 25 12 25 1
 13  0 26  0 36 1
 13  0 26  1 35 1
 13  0 26  2 34 1
 13  0 26  3 33 1
 13  0 26  4 32 1
 13  0 26  5 31 1
 13  0 26  6 30 1
 13  0 26  7 29 1
 13  0 26  8 28 1
 13  0 26  9 27 1
 13  0 26 10 26 1
 13  0 27  0 35 1
 13  0 27  1 34 1
 13  0 27  2 33 1
 13  0 27  3 32 1
 13  0 27  4 31 1
 13  0 27  5 30 1
 13  0 27  6 29 1
 13  0 27  7 28 1
 13  0 27  8 27 1
 13  0 28  0 34 1
 13  0 28  1 33 1
 13  0 28  2 32 1
 13  0 28  3 31 1
 13  0 28  4 30 1
 13  0 28  5 29 1
 13  0 28  6 28 1
 13  0 29  0 33 1
 13  0 29  1 32 1
 13  0 29  2 31 1
 13  0 29  3 30 1
 13  0 29  4 29 1
 13  0 30  0 32 1
 13  0 30  1 31 1
 13  0 30  2 30 1
 13  0 31  0 31 1
 13  1 12  1 48 1
 13  1 12  2 47 1
 13  1 12  3 46 1
 13  1 12  4 45 1
 13  1 12  5 44 1
 13  1 12  6 43 1
 13  1 12  7 42 1
 13  1 12  8 41 1
 13  1 12  9 40 1
 13  1 12 10 39 1
 13  1 12 11 38 1
 13  1 12 12 37 1
 13  1 12 13 36 1
 13  1 12 14 35 1
 13  1 12 15 34 1
 13  1 12 16 33 1
 13  1 12 17 32 1
 13  1 12 18 31 1
 13  1 12 19 30 1
 13  1 12 20 29 1
 13  1 12 21 28 1
 13  1 12 22 27 1
 13  1 12 23 26 1
 13  1 12 24 25 1
 13  1 13  0 48 1
 13  1 13  1 47 1
 13  1 13  2 46 1
 13  1 13  3 45 1
 13  1 13  4 44 1
 13  1 13  5 43 1
 13  1 13  6 42 1
 13  1 13  7 41 1
 13  1 13  8 40 1
 13  1 13  9 39 1
 13  1 13 10 38 1
 13  1 13 11 37 1
 13  1 13 12 36 1
 13  1 13 13 35 1
 13  1 13 14 34 1
 13  1 13 15 33 1
 13  1 13 16 32 1
 13  1 13 17 31 1
 13  1 13 18 30 1
 13  1 13 19 29 1
 13  1 13 20 28 1
 13  1 13 21 27 1
 13  1 13 22 26 1
 13  1 13 23 25 1
 13  1 13 24 24 1
 13  1 14  0 47 1
 13  1 14  1 46 1
 13  1 14  2 45 1
 13  1 14  3 44 1
 13  1 14  4 43 1
 13  1 14  5 42 1
 13  1 14  6 41 1
 13  1 14  7 40 1
 13  1 14  8 39 1
 13  1 14  9 38 1
 13  1 14 10 37 1
 13  1 14 11 36 1
 13  1 14 12 35 1
 13  1 14 13 34 1
 13  1 14 14 33 1
 13  1 14 15 32 1
 13  1 14 16 31 1
 13  1 14 17 30 1
 13  1 14 18 29 1
 13  1 14 19 28 1
 13  1 14 20 27 1
 13  1 14 21 26 1
 13  1 14 22 25 1
 13  1 14 23 24 1
 13  1 15  0 46 1
 13  1 15  1 45 1
 13  1 15  2 44 1
 13  1 15  3 43 1
 13  1 15  4 42 1
 13  1 15  5 41 1
 13  1 15  6 40 1
 13  1 15  7 39 1
 13  1 15  8 38 1
 13  1 15  9 37 1
 13  1 15 10 36 1
 13  1 15 11 35 1
 13  1 15 12 34 1
 13  1 15 13 33 1
 13  1 15 14 32 1
 13  1 15 15 31 1
 13  1 15 16 30 1
 13  1 15 17 29 1
 13  1 15 18 28 1
 13  1 15 19 27 1
 13  1 15 20 26 1
 13  1 15 21 25 1
 13  1 15 22 24 1
 13  1 15 23 23 1
 13  1 16  0 45 1
 13  1 16  1 44 1
 13  1 16  2 43 1
 13  1 16  3 42 1
 13  1 16  4 41 1
 13  1 16  5 40 1
 13  1 16  6 39 1
 13  1 16  7 38 1
 13  1 16  8 37 1
 13  1 16  9 36 1
 13  1 16 10 35 1
 13  1 16 11 34 1
 13  1 16 12 33 1
 13  1 16 13 32 1
 13  1 16 14 31 1
 13  1 16 15 30 1
 13  1 16 16 29 1
 13  1 16 17 28 1
 13  1 16 18 27 1
 13  1 16 19 26 1
 13  1 16 20 25 1
 13  1 16 21 24 1
 13  1 16 22 23 1
 13  1 17  0 44 1
 13  1 17  1 43 1
 13  1 17  2 42 1
 13  1 17  3 41 1
 13  1 17  4 40 1
 13  1 17  5 39 1
 13  1 17  6 38 1
 13  1 17  7 37 1
 13  1 17  8 36 1
 13  1 17  9 35 1
 13  1 17 10 34 1
 13  1 17 11 33 1
 13  1 17 12 32 1
 13  1 17 13 31 1
 13  1 17 14 30 1
 13  1 17 15 29 1
 13  1 17 16 28 1
 13  1 17 17 27 1
 13  1 17 18 26 1
 13  1 17 19 25 1
 13  1 17 20 24 1
 13  1 17 21 23 1
 13  1 17 22 22 1
 13  1 18  0 43 1
 13  1 18  1 42 1
 13  1 18  2 41 1
 13  1 18  3 40 1
 13  1 18  4 39 1
 13  1 18  5 38 1
 13  1 18  6 37 1
 13  1 18  7 36 1
 13  1 18  8 35 1
 13  1 18  9 34 1
 13  1 18 10 33 1
 13  1 18 11 32 1
 13  1 18 12 31 1
 13  1 18 13 30 1
 13  1 18 14 29 1
 13  1 18 15 28 1
 13  1 18 16 27 1
 13  1 18 17 26 1
 13  1 18 18 25 1
 13  1 18 19 24 1
 13  1 18 20 23 1
 13  1 18 21 22 1
 13  1 19  0 42 1
 13  1 19  1 41 1
 13  1 19  2 40 1
 13  1 19  3 39 1
 13  1 19  4 38 1
 13  1 19  5 37 1
 13  1 19  6 36 1
 13  1 19  7 35 1
 13  1 19  8 34 1
 13  1 19  9 33 1
 13  1 19 10 32 1
 13  1 19 11 31 1
 13  1 19 12 30 1
 13  1 19 13 29 1
 13  1 19 14 28 1
 13  1 19 15 27 1
 13  1 19 16 26 1
 13  1 19 17 25 1
 13  1 19 18 24 1
 13  1 19 19 23 1
 13  1 19 20 22 1
 13  1 19 21 21 1
 13  1 20  0 41 1
 13  1 20  1 40 1
 13  1 20  2 39 1
 13  1 20  3 38 1
 13  1 20  4 37 1
 13  1 20  5 36 1
 13  1 20  6 35 1
 13  1 20  7 34 1
 13  1 20  8 33 1
 13  1 20  9 32 1
 13  1 20 10 31 1
 13  1 20 11 30 1
 13  1 20 12 29 1
 13  1 20 13 28 1
 13  1 20 14 27 1
 13  1 20 15 26 1
 13  1 20 16 25 1
 13  1 20 17 24 1
 13  1 20 18 23 1
 13  1 20 19 22 1
 13  1 20 20 21 1
 13  1 21  0 40 1
 13  1 21  1 39 1
 13  1 21  2 38 1
 13  1 21  3 37 1
 13  1 21  4 36 1
 13  1 21  5 35 1
 13  1 21  6 34 1
 13  1 21  7 33 1
 13  1 21  8 32 1
 13  1 21  9 31 1
 13  1 21 10 30 1
 13  1 21 11 29 1
 13  1 21 12 28 1
 13  1 21 13 27 1
 13  1 21 14 26 1
 13  1 21 15 25 1
 13  1 21 16 24 1
 13  1 21 17 23 1
 13  1 21 18 22 1
 13  1 21 19 21 1
 13  1 22  0 39 1
 13  1 22  1 38 1
 13  1 22  2 37 1
 13  1 22  3 36 1
 13  1 22  4 35 1
 13  1 22  5 34 1
 13  1 22  6 33 1
 13  1 22  7 32 1
 13  1 22  8 31 1
 13  1 22  9 30 1
 13  1 22 10 29 1
 13  1 22 11 28 1
 13  1 22 12 27 1
 13  1 22 13 26 1
 13  1 22 14 25 1
 13  1 22 15 24 1
 13  1 22 16 23 1
 13  1 22 17 22 1
 13  1 23  0 38 1
 13  1 23  1 37 1
 13  1 23  2 36 1
 13  1 23  3 35 1
 13  1 23  4 34 1
 13  1 23  5 33 1
 13  1 23  6 32 1
 13  1 23  7 31 1
 13  1 23  8 30 1
 13  1 23  9 29 1
 13  1 23 10 28 1
 13  1 23 11 27 1
 13  1 23 12 26 1
 13  1 23 13 25 1
 13  1 23 14 24 1
 13  1 23 15 23 1
 13  1 24  0 37 1
 13  1 24  1 36 1
 13  1 24  2 35 1
 13  1 24  3 34 1
 13  1 24  4 33 1
 13  1 24  5 32 1
 13  1 24  6 31 1
 13  1 24  7 30 1
 13  1 24  8 29 1
 13  1 24  9 28 1
 13  1 24 10 27 1
 13  1 24 11 26 1
 13  1 24 12 25 1
 13  1 24 13 24 1
 13  1 25  0 36 1
 13  1 25  1 35 1
 13  1 25  2 34 1
 13  1 25  3 33 1
 13  1 25  4 32 1
 13  1 25  5 31 1
 13  1 25  6 30 1
 13  1 25  7 29 1
 13  1 25  8 28 1
 13  1 25  9 27 1
 13  1 25 10 26 1
 13  1 25 11 25 1
 13  1 26  0 35 1
 13  1 26  1 34 1
 13  1 26  2 33 1
 13  1 26  3 32 1
 13  1 26  4 31 1
 13  1 26  5 30 1
 13  1 26  6 29 1
 13  1 26  7 28 1
 13  1 26  8 27 1
 13  1 26  9 26 1
 13  1 27  0 34 1
 13  1 27  1 33 1
 13  1 27  2 32 1
 13  1 27  3 31 1
 13  1 27  4 30 1
 13  1 27  5 29 1
 13  1 27  6 28 1
 13  1 27  7 27 1
 13  1 28  0 33 1
 13  1 28  1 32 1
 13  1 28  2 31 1
 13  1 28  3 30 1
 13  1 28  4 29 1
 13  1 28  5 28 1
 13  1 29  0 32 1
 13  1 29  1 31 1
 13  1 29  2 30 1
 13  1 29  3 29 1
 13  1 30  0 31 1
 13  1 30  1 30 1
 13  2 11  2 47 1
 13  2 11  3 46 1
 13  2 11  4 45 1
 13  2 11  5 44 1
 13  2 11  6 43 1
 13  2 11  7 42 1
 13  2 11  8 41 1
 13  2 11  9 40 1
 13  2 11 10 39 1
 13  2 11 11 38 1
 13  2 11 12 37 1
 13  2 11 13 36 1
 13  2 11 14 35 1
 13  2 11 15 34 1
 13  2 11 16 33 1
 13  2 11 17 32 1
 13  2 11 18 31 1
 13  2 11 19 30 1
 13  2 11 20 29 1
 13  2 11 21 28 1
 13  2 11 22 27 1
 13  2 11 23 26 1
 13  2 11 24 25 1
 13  2 12  1 47 1
 13  2 12  2 46 1
 13  2 12  3 45 1
 13  2 12  4 44 1
 13  2 12  5 43 1
 13  2 12  6 42 1
 13  2 12  7 41 1
 13  2 12  8 40 1
 13  2 12  9 39 1
 13  2 12 10 38 1
 13  2 12 11 37 1
 13  2 12 12 36 1
 13  2 12 13 35 1
 13  2 12 14 34 1
 13  2 12 15 33 1
 13  2 12 16 32 1
 13  2 12 17 31 1
 13  2 12 18 30 1
 13  2 12 19 29 1
 13  2 12 20 28 1
 13  2 12 21 27 1
 13  2 12 22 26 1
 13  2 12 23 25 1
 13  2 12 24 24 1
 13  2 13  0 47 1
 13  2 13  1 46 1
 13  2 13  2 45 1
 13  2 13  3 44 1
 13  2 13  4 43 1
 13  2 13  5 42 1
 13  2 13  6 41 1
 13  2 13  7 40 1
 13  2 13  8 39 1
 13  2 13  9 38 1
 13  2 13 10 37 1
 13  2 13 11 36 1
 13  2 13 12 35 1
 13  2 13 13 34 1
 13  2 13 14 33 1
 13  2 13 15 32 1
 13  2 13 16 31 1
 13  2 13 17 30 1
 13  2 13 18 29 1
 13  2 13 19 28 1
 13  2 13 20 27 1
 13  2 13 21 26 1
 13  2 13 22 25 1
 13  2 13 23 24 1
 13  2 14  0 46 1
 13  2 14  1 45 1
 13  2 14  2 44 1
 13  2 14  3 43 1
 13  2 14  4 42 1
 13  2 14  5 41 1
 13  2 14  6 40 1
 13  2 14  7 39 1
 13  2 14  8 38 1
 13  2 14  9 37 1
 13  2 14 10 36 1
 13  2 14 11 35 1
 13  2 14 12 34 1
 13  2 14 13 33 1
 13  2 14 14 32 1
 13  2 14 15 31 1
 13  2 14 16 30 1
 13  2 14 17 29 1
 13  2 14 18 28 1
 13  2 14 19 27 1
 13  2 14 20 26 1
 13  2 14 21 25 1
 13  2 14 22 24 1
 13  2 14 23 23 1
 13  2 15  0 45 1
 13  2 15  1 44 1
 13  2 15  2 43 1
 13  2 15  3 42 1
 13  2 15  4 41 1
 13  2 15  5 40 1
 13  2 15  6 39 1
 13  2 15  7 38 1
 13  2 15  8 37 1
 13  2 15  9 36 1
 13  2 15 10 35 1
 13  2 15 11 34 1
 13  2 15 12 33 1
 13  2 15 13 32 1
 13  2 15 14 31 1
 13  2 15 15 30 1
 13  2 15 16 29 1
 13  2 15 17 28 1
 13  2 15 18 27 1
 13  2 15 19 26 1
 13  2 15 20 25 1
 13  2 15 21 24 1
 13  2 15 22 23 1
 13  2 16  0 44 1
 13  2 16  1 43 1
 13  2 16  2 42 1
 13  2 16  3 41 1
 13  2 16  4 40 1
 13  2 16  5 39 1
 13  2 16  6 38 1
 13  2 16  7 37 1
 13  2 16  8 36 1
 13  2 16  9 35 1
 13  2 16 10 34 1
 13  2 16 11 33 1
 13  2 16 12 32 1
 13  2 16 13 31 1
 13  2 16 14 30 1
 13  2 16 15 29 1
 13  2 16 16 28 1
 13  2 16 17 27 1
 13  2 16 18 26 1
 13  2 16 19 25 1
 13  2 16 20 24 1
 13  2 16 21 23 1
 13  2 16 22 22 1
 13  2 17  0 43 1
 13  2 17  1 42 1
 13  2 17  2 41 1
 13  2 17  3 40 1
 13  2 17  4 39 1
 13  2 17  5 38 1
 13  2 17  6 37 1
 13  2 17  7 36 1
 13  2 17  8 35 1
 13  2 17  9 34 1
 13  2 17 10 33 1
 13  2 17 11 32 1
 13  2 17 12 31 1
 13  2 17 13 30 1
 13  2 17 14 29 1
 13  2 17 15 28 1
 13  2 17 16 27 1
 13  2 17 17 26 1
 13  2 17 18 25 1
 13  2 17 19 24 1
 13  2 17 20 23 1
 13  2 17 21 22 1
 13  2 18  0 42 1
 13  2 18  1 41 1
 13  2 18  2 40 1
 13  2 18  3 39 1
 13  2 18  4 38 1
 13  2 18  5 37 1
 13  2 18  6 36 1
 13  2 18  7 35 1
 13  2 18  8 34 1
 13  2 18  9 33 1
 13  2 18 10 32 1
 13  2 18 11 31 1
 13  2 18 12 30 1
 13  2 18 13 29 1
 13  2 18 14 28 1
 13  2 18 15 27 1
 13  2 18 16 26 1
 13  2 18 17 25 1
 13  2 18 18 24 1
 13  2 18 19 23 1
 13  2 18 20 22 1
 13  2 18 21 21 1
 13  2 19  0 41 1
 13  2 19  1 40 1
 13  2 19  2 39 1
 13  2 19  3 38 1
 13  2 19  4 37 1
 13  2 19  5 36 1
 13  2 19  6 35 1
 13  2 19  7 34 1
 13  2 19  8 33 1
 13  2 19  9 32 1
 13  2 19 10 31 1
 13  2 19 11 30 1
 13  2 19 12 29 1
 13  2 19 13 28 1
 13  2 19 14 27 1
 13  2 19 15 26 1
 13  2 19 16 25 1
 13  2 19 17 24 1
 13  2 19 18 23 1
 13  2 19 19 22 1
 13  2 19 20 21 1
 13  2 20  0 40 1
 13  2 20  1 39 1
 13  2 20  2 38 1
 13  2 20  3 37 1
 13  2 20  4 36 1
 13  2 20  5 35 1
 13  2 20  6 34 1
 13  2 20  7 33 1
 13  2 20  8 32 1
 13  2 20  9 31 1
 13  2 20 10 30 1
 13  2 20 11 29 1
 13  2 20 12 28 1
 13  2 20 13 27 1
 13  2 20 14 26 1
 13  2 20 15 25 1
 13  2 20 16 24 1
 13  2 20 17 23 1
 13  2 20 18 22 1
 13  2 20 19 21 1
 13  2 20 20 20 1
 13  2 21  0 39 1
 13  2 21  1 38 1
 13  2 21  2 37 1
 13  2 21  3 36 1
 13  2 21  4 35 1
 13  2 21  5 34 1
 13  2 21  6 33 1
 13  2 21  7 32 1
 13  2 21  8 31 1
 13  2 21  9 30 1
 13  2 21 10 29 1
 13  2 21 11 28 1
 13  2 21 12 27 1
 13  2 21 13 26 1
 13  2 21 14 25 1
 13  2 21 15 24 1
 13  2 21 16 23 1
 13  2 21 17 22 1
 13  2 21 18 21 1
 13  2 22  0 38 1
 13  2 22  1 37 1
 13  2 22  2 36 1
 13  2 22  3 35 1
 13  2 22  4 34 1
 13  2 22  5 33 1
 13  2 22  6 32 1
 13  2 22  7 31 1
 13  2 22  8 30 1
 13  2 22  9 29 1
 13  2 22 10 28 1
 13  2 22 11 27 1
 13  2 22 12 26 1
 13  2 22 13 25 1
 13  2 22 14 24 1
 13  2 22 15 23 1
 13  2 22 16 22 1
 13  2 23  0 37 1
 13  2 23  1 36 1
 13  2 23  2 35 1
 13  2 23  3 34 1
 13  2 23  4 33 1
 13  2 23  5 32 1
 13  2 23  6 31 1
 13  2 23  7 30 1
 13  2 23  8 29 1
 13  2 23  9 28 1
 13  2 23 10 27 1
 13  2 23 11 26 1
 13  2 23 12 25 1
 13  2 23 13 24 1
 13  2 23 14 23 1
 13  2 24  0 36 1
 13  2 24  1 35 1
 13  2 24  2 34 1
 13  2 24  3 33 1
 13  2 24  4 32 1
 13  2 24  5 31 1
 13  2 24  6 30 1
 13  2 24  7 29 1
 13  2 24  8 28 1
 13  2 24  9 27 1
 13  2 24 10 26 1
 13  2 24 11 25 1
 13  2 24 12 24 1
 13  2 25  0 35 1
 13  2 25  1 34 1
 13  2 25  2 33 1
 13  2 25  3 32 1
 13  2 25  4 31 1
 13  2 25  5 30 1
 13  2 25  6 29 1
 13  2 25  7 28 1
 13  2 25  8 27 1
 13  2 25  9 26 1
 13  2 25 10 25 1
 13  2 26  0 34 1
 13  2 26  1 33 1
 13  2 26  2 32 1
 13  2 26  3 31 1
 13  2 26  4 30 1
 13  2 26  5 29 1
 13  2 26  6 28 1
 13  2 26  7 27 1
 13  2 26  8 26 1
 13  2 27  0 33 1
 13  2 27  1 32 1
 13  2 27  2 31 1
 13  2 27  3 30 1
 13  2 27  4 29 1
 13  2 27  5 28 1
 13  2 27  6 27 1
 13  2 28  0 32 1
 13  2 28  1 31 1
 13  2 28  2 30 1
 13  2 28  3 29 1
 13  2 28  4 28 1
 13  2 29  0 31 1
 13  2 29  1 30 1
 13  2 29  2 29 1
 13  3 10  3 46 1
 13  3 10  4 45 1
 13  3 10  5 44 1
 13  3 10  6 43 1
 13  3 10  7 42 1
 13  3 10  8 41 1
 13  3 10  9 40 1
 13  3 10 10 39 1
 13  3 10 11 38 1
 13  3 10 12 37 1
 13  3 10 13 36 1
 13  3 10 14 35 1
 13  3 10 15 34 1
 13  3 10 16 33 1
 13  3 10 17 32 1
 13  3 10 18 31 1
 13  3 10 19 30 1
 13  3 10 20 29 1
 13  3 10 21 28 1
 13  3 10 22 27 1
 13  3 10 23 26 1
 13  3 10 24 25 1
 13  3 11  2 46 1
 13  3 11  3 45 1
 13  3 11  4 44 1
 13  3 11  5 43 1
 13  3 11  6 42 1
 13  3 11  7 41 1
 13  3 11  8 40 1
 13  3 11  9 39 1
 13  3 11 10 38 1
 13  3 11 11 37 1
 13  3 11 12 36 1
 13  3 11 13 35 1
 13  3 11 14 34 1
 13  3 11 15 33 1
 13  3 11 16 32 1
 13  3 11 17 31 1
 13  3 11 18 30 1
 13  3 11 19 29 1
 13  3 11 20 28 1
 13  3 11 21 27 1
 13  3 11 22 26 1
 13  3 11 23 25 1
 13  3 11 24 24 1
 13  3 12  1 46 1
 13  3 12  2 45 1
 13  3 12  3 44 1
 13  3 12  4 43 1
 13  3 12  5 42 1
 13  3 12  6 41 1
 13  3 12  7 40 1
 13  3 12  8 39 1
 13  3 12  9 38 1
 13  3 12 10 37 1
 13  3 12 11 36 1
 13  3 12 12 35 1
 13  3 12 13 34 1
 13  3 12 14 33 1
 13  3 12 15 32 1
 13  3 12 16 31 1
 13  3 12 17 30 1
 13  3 12 18 29 1
 13  3 12 19 28 1
 13  3 12 20 27 1
 13  3 12 21 26 1
 13  3 12 22 25 1
 13  3 12 23 24 1
 13  3 13  0 46 1
 13  3 13  1 45 1
 13  3 13  2 44 1
 13  3 13  3 43 1
 13  3 13  4 42 1
 13  3 13  5 41 1
 13  3 13  6 40 1
 13  3 13  7 39 1
 13  3 13  8 38 1
 13  3 13  9 37 1
 13  3 13 10 36 1
 13  3 13 11 35 1
 13  3 13 12 34 1
 13  3 13 13 33 1
 13  3 13 14 32 1
 13  3 13 15 31 1
 13  3 13 16 30 1
 13  3 13 17 29 1
 13  3 13 18 28 1
 13  3 13 19 27 1
 13  3 13 20 26 1
 13  3 13 21 25 1
 13  3 13 22 24 1
 13  3 13 23 23 1
 13  3 14  0 45 1
 13  3 14  1 44 1
 13  3 14  2 43 1
 13  3 14  3 42 1
 13  3 14  4 41 1
 13  3 14  5 40 1
 13  3 14  6 39 1
 13  3 14  7 38 1
 13  3 14  8 37 1
 13  3 14  9 36 1
 13  3 14 10 35 1
 13  3 14 11 34 1
